工单号,问题描述,解决步骤,推荐1,推荐1分数,推荐1原因,推荐2,推荐2分数,推荐2原因,推荐3,推荐3分数,推荐3原因,是否命中
51021860056,断网,"网速慢，打开图纸时间长
安装PCI-E无线网卡",design-software/cad-install-uninstall-failed,15,处理记录关键词:pc；处理记录asset_types:pc；处理记录标题:安装,desktop/disk-c-drive-full,12,处理记录关键词:pc；处理记录asset_types:pc,design-software/cad-plm-interface-failed,12,处理记录关键词:pc；处理记录asset_types:pc,是
51021860020,无法开工报工,"MES系统报工提示未维护班组
创建账号时未添加班组权限",business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/network-authentication-unavailable,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,25,处理记录关键词:mes；处理记录systems:mes；处理记录标题:账号,是
91020110401,职业培训学校摄像头、网络、培训教室 led 大屏幕维修,"培训学校监控不通，LED屏不定时黑屏
、查找监控链路并调通
2、led大屏拆除，对背后电源线进行整理和规范压接
3、深度测试",meeting-room/meeting-room-display-or-led-screen,40,问题描述关键词:大屏；问题描述关键词:led大屏；问题描述标题:LED,security/camera-no-signal-or-offline,22,问题描述关键词:摄像头；处理记录关键词:监控不通,desktop/black-screen-desktop-not-shown,6,处理记录关键词:黑屏,是
51021860160,没法看图,"无法登陆MES等内网办公系统
未安装保密软件，安装后登陆网络准入恢复正常",business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/network-authentication-unavailable,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51021860160,没法看图,"无法登陆MES等内网办公系统
未安装保密软件，安装后登陆网络准入恢复正常",business-systems/mes-login-network-related,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/network-authentication-unavailable,35,处理记录关键词:mes；处理记录systems:mes；处理记录tags:mes；处理记录标题:MES,desktop/account-login-failed,22,处理记录关键词:mes；处理记录systems:mes,是
51020111980,SAP登录不了,"SAP创建可变登陆
SAP创建可变登陆",business-systems/sap-client-login-print-failed,92,问题描述关键词:sap；问题描述关键词:sap登录不了；问题描述systems:sap；问题描述tags:sap；问题描述标题:SAP,security/access-control-offline-or-reboot,34,问题描述关键词:ap；问题描述tags:ap,,,,是
51020230107,打一下停顿18秒以上 反应极慢 中控室打印机,"打印机数据传输慢
主板数据线接口坏，因资产年限已久更换打印机",,,,,,,,,,否
51021860111,无法开机,"开机输密码提示错误
键盘因焊渣灰尘较多导致键盘卡键不回弹，更换键盘",desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/keyboard-mouse-usb-peripheral-failed,5,处理记录标题:键盘,,,,是
91020110228,打不开网,"网络准入绑定失败
重新将有线网卡绑定至准入系统，开机自动单点登陆",,,,,,,,,,否
51020112098,加密软件掉线，几分钟掉一次，在技术中心，行政楼5楼,"网络认证频繁断开连接
入网认证未正确绑定至本地连接网卡",desktop/network-authentication-unavailable,10,处理记录关键词:网络认证,,,,,,,是
51020112619,电脑卡顿 C盘已满释放不了内存,"电脑C盘满 
清理垃圾数据",desktop/pc-performance-slow,46,问题描述关键词:电脑卡顿；问题描述关键词:电脑卡；问题描述关键词:卡顿,desktop/disk-c-drive-full,6,处理记录关键词:c盘满,,,,是
51020112338,电脑主机无法开机,"开机无输出画面
拆下内存条进行清理后重新开机内存自检通过，正常开机",desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/memory-fault-or-insufficient,6,处理记录关键词:内存条,,,,是
91020110327,电脑一直卡在开机界面，无法开机,"系统坏
检查磁盘并重装系统",desktop/pc-boot-failed,22,问题描述关键词:无法开机,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:重装系统,,,,是
51020210094,打印机链接不上电脑,"windows print spool服务一直异常关闭
.启动类型设为“自动”，右键选择 “重新启动”
2.检查依赖服务（如 Remote Procedure Call (RPC)）正常启动
3.删除C:\Windows\System32\spool\PRINTERS下所有的缓存文件",printer/shared-printer-connect-failed,36,处理记录关键词:printer；处理记录关键词:pc；处理记录tags:printer；处理记录asset_types:pc；处理记录asset_types:printer,printer/print-port-deleted-by-security-software,36,处理记录关键词:printer；处理记录关键词:pc；处理记录tags:printer；处理记录asset_types:pc；处理记录asset_types:printer,desktop/printer-not-working,36,处理记录关键词:printer；处理记录关键词:pc；处理记录tags:printer；处理记录asset_types:pc；处理记录asset_types:printer,是
91020110190,打印机不能打印,"打印账户冲突
打印机登录到郭霖，电脑上绑定的是郭认认。",,,,,,,,,,否
51020120414,西门子软件加域以后不能正常启动仿真软件，电气设计部电气调试人员都需要开通此功能,"仿真软件提示未激活
调整桌管电气调试室所有人员仿真软件策略分组",desktop/account-login-failed,14,问题描述关键词:加域,,,,,,,是
51020111876,办公位置更换，电脑主机绿灯闪，无法开机,硬盘数据线接触不良,desktop/pc-boot-failed,22,问题描述关键词:无法开机,,,,,,,是
51020111876,办公位置更换，电脑主机绿灯闪，无法开机,硬盘数据线接触不良,desktop/pc-boot-failed,22,问题描述关键词:无法开机,,,,,,,是
51020152474,打印机联机不上，质检王帅,"重新连接打印机
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,,,,是
51021860047,地点变更：军品车间北一跨G03柱子处，蓝屏，17656251126,"显示器坏需更换
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,是
91020110358,无法连接凭证打印机，办公室更正810,"连接80办公室公用针式打印机
连接80办公室公用针式打印机",,,,,,,,,,否
51020152505,Solidworks 操作界面图标缺失,"菜单栏功能区按钮消失
重置窗口布局，调整视图选项功能区按钮",design-software/solidworks-ui-layout-missing,64,处理记录关键词:功能区按钮；处理记录关键词:窗口布局；问题描述关键词:solidworks；问题描述tags:solidworks；问题描述标题:SolidWorks,design-software/solidworks-install-source-missing,48,问题描述关键词:solidworks；问题描述tags:solidworks；问题描述标题:SolidWorks,design-software/solidworks-license-activation-failed,48,问题描述关键词:solidworks；问题描述tags:solidworks；问题描述标题:SolidWorks,是
51020120463,需更换屏幕,"平板电脑内屏屏幕被重物损坏需更换
更换平板屏幕，费用由班组承担",,,,,,,,,,否
51021860021,重型车间北一跨4号门东，刘东东工位机，键盘坏,"更换键盘
重新连接打印机",hardware/keyboard-mouse-usb-peripheral-failed,20,问题描述关键词:键盘坏；问题描述标题:键盘,printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,是
,打印机连接不上,打印机被删除  重新连接打印机,desktop/printer-not-working,30,处理记录关键词:连接不上打印机；问题描述关键词:打印机连接不上,printer/shared-printer-connect-failed,26,处理记录关键词:连接不上打印机；处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,是
51020111501,电脑突然黑屏，第二次出现此问题，重启电脑无法解决,硬盘不识别,desktop/black-screen-desktop-not-shown,14,问题描述关键词:黑屏,,,,,,,是
51021860108,网络不通,网路认证账号失败,network-security/network-cable-port-switch-fault,22,问题描述关键词:网络不通,desktop/network-authentication-unavailable,22,问题描述关键词:网络不通,desktop/account-login-failed,5,处理记录标题:账号,是
51020112132,开机有问题，无法正常使用,数据线接口插错,,,,,,,,,,否
51021860109,无法联网,Mac认证掉,desktop/network-authentication-unavailable,22,问题描述关键词:无法联网,,,,,,,是
51020152271,显示器屏幕出现多条横道,"显示器坏
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,hardware/monitor-no-display-or-flicker,10,处理记录关键词:显示器坏,,,,是
51020112633,"腾讯通无法传输文件
卸载后不能安装",360查杀功能损坏下载文件,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,design-software/cad-install-uninstall-failed,8,问题描述标题:安装,,,,是
51020210179,无法打印标签,"打印机标签纸和碳带安装错位
重新连接打印机",desktop/printer-not-working,22,问题描述关键词:无法打印,printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,printer/label-printer-paper-recognition,10,处理记录关键词:标签打印,是
51020112338,主机无法开机,数据线接口松,desktop/pc-boot-failed,22,问题描述关键词:无法开机,,,,,,,是
51021860001,登不上mes,"网线松
重新连接打印机",business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/network-authentication-unavailable,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,58,问题描述关键词:登不上；问题描述关键词:mes；问题描述systems:mes,是
51020111316,不能报工，报漆,"网络认证失败
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,desktop/network-authentication-unavailable,10,处理记录关键词:网络认证,,,,是
51020150409,不能报漆,"网络认证失败
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,desktop/network-authentication-unavailable,10,处理记录关键词:网络认证,,,,是
51020112555,C盘爆红，请求远程分盘,清理C盘微信缓存文件,,,,,,,,,,否
,将梁静华开通云盘账号,将梁静华开通云盘账号,desktop/shared-file-cloud-drive-access,14,问题描述关键词:云盘,desktop/account-login-failed,8,问题描述标题:账号,,,,是
51020111459,开不了机,"断电后主板放电。重启
重新连接打印机",desktop/pc-boot-failed,22,问题描述关键词:开不了机,printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,是
51020112057,不能出声音，,"声音输出位置不对
主机与显示器是是用HDMI连接，声音输出在显示器上
把耳机查到显示的音频接口上",,,,,,,,,,否
51020111650,安装固态硬盘,"升级固态盘，重新安装操作系统
升级固态盘，重新安装操作系统",desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,8,问题描述标题:安装,,,,是
51021860161,连不上网散料车间北一夸A08柱子,"网络认证未登录
网络认证客户端绑定网卡和域账户",desktop/network-authentication-unavailable,30,问题描述关键词:连不上网；处理记录关键词:网络认证,desktop/account-login-failed,6,处理记录关键词:域账户,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51020111896,吊具车间液压装配房电脑连不上网,"网络认证未登录
绑定域账户后恢复",desktop/network-authentication-unavailable,30,问题描述关键词:连不上网；处理记录关键词:网络认证,desktop/account-login-failed,6,处理记录关键词:域账户,,,,是
51020112543,连不上打印机,"打印机共享问题。
重新连接打印机",printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,,,,是
51021860036,无法开机  机加工东头,"内存接触不良
重新连接打印机",desktop/pc-boot-failed,22,问题描述关键词:无法开机,printer/shared-printer-connect-failed,18,处理记录关键词:重新连接打印机；处理记录关键词:连接打印机,,,,是
91020110360,加装固态硬盘，重装系统。,"升级固态盘，重新安装操作系统
升级固态盘，重新安装操作系统",desktop/windows-system-reinstall-or-cache-reset,22,问题描述关键词:重装系统,desktop/software-client-installation,10,处理记录关键词:重新安装,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,是
51020111506,电脑蓝屏，无法开机,"系统坏
更新认证客户端 删除360杀毒",desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,是
51020111506,电脑蓝屏，无法开机,"系统坏
更新认证客户端 删除360杀毒",desktop/pc-boot-failed,22,问题描述关键词:无法开机,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,是
51020120722,CAD每三个月就会出现证书到期，打不开，也无法安装,"CAD无法激活
重新输入序列号使用注册机激活",design-software/cad-install-uninstall-failed,46,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD；问题描述标题:安装,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020111734,无网络,网络认证问题,desktop/network-authentication-unavailable,30,问题描述关键词:无网络；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
51020112420,无法联网，搬迁至匠心楼三楼,重新部署网路,desktop/network-authentication-unavailable,22,问题描述关键词:无法联网,,,,,,,是
91020110228,无法开机，急,"系统崩溃
更新认证客户端 删除360杀毒",desktop/pc-boot-failed,22,问题描述关键词:无法开机,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:系统崩溃,是
91020420003,无法打印,打印机纸张设置错误,desktop/printer-not-working,22,问题描述关键词:无法打印,,,,,,,是
51020111799,连接打印机报错,"打印机连接失败
更新认证客户端 删除360杀毒",printer/shared-printer-connect-failed,22,问题描述关键词:连接打印机,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51020112352,安装软件,"PDF软件闪退
杀毒软件将注册文件查杀后放入隔离区，恢复后成功修复",desktop/software-client-installation,22,问题描述关键词:安装软件,office/pdf-reader-open-print-failed,19,处理记录关键词:pdf；处理记录tags:pdf；处理记录标题:PDF,desktop/windows-system-reinstall-or-cache-reset,10,处理记录关键词:软件闪退,是
51021860168,连不上网,认证客户端异常,desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,,,,是
,匠心楼306需要安装网线,七个工位的网线已安装,desktop/software-client-installation,26,问题描述关键词:需要安装；处理记录关键词:已安装,design-software/cad-install-uninstall-failed,8,问题描述标题:安装,network-security/network-cable-port-switch-fault,8,问题描述标题:网线,是
51020111857,无法连接共享打印机,"安装360杀毒后打印机端口被禁
客户端修复打印机驱动端口",printer/shared-printer-connect-failed,22,问题描述关键词:共享打印机,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,printer/printer-driver-install-failed,10,处理记录关键词:打印机驱动,是
51020111864,电脑突然蓝屏，请加急处理，谢谢,"开机进入引导启动界面
选择系统盘为第一启动项",hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,,,,,,,是
51020210196,打印混乱，机器运行不打印,"打印模板设置偏移
更新认证客户端 删除360杀毒",printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,printer/print-template-or-paper-size-error,10,处理记录关键词:打印模板,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51020112207,三维上传系统验证一致性50%后过不去，或者三维直接闪退。,"卡验证50%后闪退
PLM接口程序重新安装，接口配置调整修复",design-software/cad-plm-interface-failed,43,处理记录关键词:plm接口；处理记录关键词:plm；处理记录systems:plm；处理记录tags:plm；处理记录标题:PLM,business-systems/plm-client-or-login-failed,35,处理记录关键词:plm；处理记录systems:plm；处理记录tags:plm；处理记录标题:PLM,desktop/account-login-failed,22,处理记录关键词:plm；处理记录systems:plm,是
51020112312,电脑经常死机，磁盘读取困难，CAD经常无法运行,"磁盘坏  需更换
读取磁盘进度卡",hardware/disk-fault-not-just-c-drive-full,42,问题描述关键词:磁盘读取；问题描述关键词:读取困难,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
91020110392,811办公室，电脑连不上网,"网卡无法获取IP地址
网口松动，加固后恢复正常",desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,network-security/ip-conflict-or-static-ip-error,13,处理记录关键词:ip地址；处理记录标题:IP,,,,是
,蒲瑞MES生产处理超时,"、查看应用日志发现报错数据库连接超时
2、查看数据库状态正常，连接数正常，分析是应用问题，最后定位应用造成死锁
3、查看锁表语句SELECT
	sess.sid,
	sess.serial#,
	lo.oracle_username, -- 登陆账号名称
	lo.os_user_name,    -- 登录电脑名称
	ao.object_name,     -- 被锁表名
	lo.locked_mode      -- 死锁级别
FROM
	v$locked_object lo,
	dba_objects ao,
	v$session sess 
WHERE
	ao.object_id = lo.object_id 
	AND lo.session_id = sess.sid;
4、进行解锁alter system kill session '68,5';
5、重新查询事务正常无死锁，应用恢复正常
6、导出锁表语句给开发进行优化",business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/network-authentication-unavailable,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,desktop/account-login-failed,49,问题描述关键词:mes；问题描述systems:mes；处理记录标题:账号,是
,OA测试环境数据库同步生产数据,"、恢复生产数据进行MySQL恢复
2、回滚事务验证数据源 xtrabackup --prepare --target-dir=/backup/backup_mysql/inc2025-02-28
3、停止数据库 systemctl stop mysqld
4、恢复数据库xtrabackup --defaults-file=/etc/my.cnf --copy-back --target-dir=/backup/backup_mysql/inc2025-02-28 --apply-log-only
5、启动数据库 systemctl start mysqld
6、验证数据库连接",business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,desktop/shared-file-cloud-drive-access,46,问题描述关键词:oa；问题描述systems:oa,printer/print-template-or-paper-size-error,46,问题描述关键词:oa；问题描述systems:oa,是
,科力锐备份系统显示10.1.4.229备份任务长时间执行中。,"、客户端重启科力锐Agent服务
2、服务端取消正在执行中的任务
3、观察服务器自动重新创建备份任务执行成功。",business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,,,,,,,是
,PLM数据库服务器硬件报错Correctable memory error rate exceeded for DIMM_B4.,"、登录IDRAC口查看报错日志，DIMM_B4为可纠正性内存错误，且该错误的发生频率超过了设定的阈值，
2、重设IDRAC，恢复正常排除内存本身错误，消除告警",design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,business-systems/plm-client-or-login-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
51020111575,PLM登录不了,PLM客户端文件损坏,business-systems/plm-client-or-login-failed,83,处理记录关键词:plm客户端；问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM；处理记录标题:客户端,design-software/cad-plm-interface-failed,72,问题描述关键词:plm；问题描述systems:plm；问题描述tags:plm；问题描述标题:PLM,desktop/account-login-failed,46,问题描述关键词:plm；问题描述systems:plm,是
,VMware计算节点故障，导致WMS，数电，OA，技术中心等多个业务无法使用,"、机器放电重启机器，系统进不去
2、查看IDRAC日志报错CPU2故障，判断短时间无法正常修复
3、为了不影响业务，紧急业务重新注册虚拟机到其他计算资源进行恢复，如WMS、数电、OA，技术中心业务进行迁移到超融合平台，
4、4小时内业务完成恢复",printer/print-template-or-paper-size-error,90,问题描述关键词:oa；问题描述关键词:wms；问题描述systems:oa；问题描述systems:wms,business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,printer/label-printer-paper-recognition,66,问题描述关键词:wms；问题描述systems:wms；问题描述tags:wms,是
,WMS数据库参数调整并迁移至超融合平台,"、因 wms 平台经常出现卡慢问题，为了排查mysql 问题，对 MySQL数据库参数进行调整并迁移至高性能超融合平台。
、对 wms 数据库服务器进行迁移；
2、调整 MySQL 配置参数。",printer/label-printer-paper-recognition,66,问题描述关键词:wms；问题描述systems:wms；问题描述tags:wms,printer/print-template-or-paper-size-error,46,问题描述关键词:wms；问题描述systems:wms,,,,是
,SRM测试环境部署迁移,"、SRM测试环境在生产网段，为了打通和其他测试环境的连通性，对SRM测试环境进行了重新部署
、根据现有环境，在 0.5.0.27和 28 服务器中重新搭建部署 SRM测试环境，并将现有数据同步过去。",,,,,,,,,,否
91020110357,打印机连接不上,重新连接,desktop/printer-not-working,22,问题描述关键词:打印机连接不上,,,,,,,是
51020111207,桌面图片大，字体大，模糊不清,"分辨率问题
调整为980*020后恢复",,,,,,,,,,否
51020230079,打印机应该是针该换了,"已更换
打印字体模糊   针头磨损严重",printer/print-quality-faded-streaks-head-wear,18,处理记录关键词:针头磨损；处理记录关键词:打印字体,hardware/monitor-no-display-or-flicker,10,处理记录关键词:字体模糊,,,,是
51020112394,word需要激活,"office 未激活
重新安装批量授权版激活",desktop/office-wps-document-open-failed,39,处理记录关键词:office；处理记录systems:office；处理记录tags:office；处理记录标题:Office,business-systems/kms-windows-office-activation,39,处理记录关键词:office；处理记录systems:office；处理记录tags:office；处理记录标题:Office,desktop/software-client-installation,10,处理记录关键词:重新安装,是
51021860092,工位机打不开,"硬盘坏
更新认证客户端 删除360杀毒",printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,hardware/disk-fault-not-just-c-drive-full,6,处理记录关键词:硬盘坏,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
,Word、excel、ppt软件无法使用，电脑开始按钮无法使用。,"系统文件损坏
office不发切换打开方式，打开文件报错
重新安装系统",desktop/office-wps-document-open-failed,119,处理记录关键词:文件损坏；处理记录关键词:office；问题描述关键词:excel；问题描述关键词:ppt；处理记录systems:office；处理记录tags:office；问题描述tags:excel；问题描述tags:ppt,office/wps-feature-missing-or-calculation-slow,42,问题描述关键词:excel；问题描述tags:excel,business-systems/kms-windows-office-activation,39,处理记录关键词:office；处理记录systems:office；处理记录tags:office；处理记录标题:Office,是
91020110053,电脑右键点击文件时报错，卡死。,"电脑反映慢，易卡死
卸载无用垃圾软件，清理C盘空间",desktop/pc-performance-slow,14,问题描述关键词:卡死,,,,,,,是
51020111385,MES网页和OA上不去,"锁屏密码忘记
关机进入维修模式后重置系统",desktop/account-login-failed,90,问题描述关键词:mes；问题描述关键词:oa；问题描述systems:mes；问题描述systems:oa,business-systems/mes-login-network-related,72,问题描述关键词:mes；问题描述systems:mes；问题描述tags:mes；问题描述标题:MES,business-systems/oa-upload-or-print-slow,72,问题描述关键词:oa；问题描述systems:oa；问题描述tags:oa；问题描述标题:OA,是
91020120025,CAD没法装,注册表问题,design-software/cad-install-uninstall-failed,44,处理记录关键词:注册表；问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-drawing-open-failed-encryption,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020111986,电脑连不上网络，网站重新插拔和电脑都重启试过了，还是连不上网络,"网络认证未绑定网卡
绑定网卡设置自动登陆",desktop/network-authentication-unavailable,30,问题描述关键词:连不上网；处理记录关键词:网络认证,,,,,,,是
51020111483,网络会自动掉,"网络认证未绑定网卡
绑定网卡设置自动登陆",desktop/network-authentication-unavailable,10,处理记录关键词:网络认证,,,,,,,是
51020152474,显示屏时不时蓝屏,软件更新问题,hardware/blue-screen-dump-or-driver,14,问题描述关键词:蓝屏,,,,,,,是
51020112113,电脑C盘满了，需要清理。其它软件登录慢。,"C盘剩余2G
清理其他用户APPdata缓存和回收站无用垃圾文件",hardware/disk-fault-not-just-c-drive-full,20,处理记录关键词:data；处理记录tags:data,security/access-control-offline-or-reboot,16,处理记录关键词:ap；处理记录tags:ap,desktop/disk-c-drive-full,14,问题描述关键词:c盘满,是
51020152235,电脑内存不足 无法正常使用 急需修理,"硬盘小需扩容
加装一块固态硬盘",hardware/memory-fault-or-insufficient,22,问题描述关键词:内存不足,,,,,,,是
51020230111,打印不清楚,"打印字体出现断断续续，针头磨损严重，需要更换针头
打印测试字体出现局部空白连续，属于典型的针头磨损问题
告知本人并联系负责采购的人员，购买新的针头 ，到货后进行更换",printer/print-quality-faded-streaks-head-wear,44,问题描述关键词:打印不清楚；处理记录关键词:针头磨损；处理记录关键词:打印字体；问题描述标题:打印不清楚,,,,,,,是
51020112020,电脑无法打印PDF,"PDF程序损坏
更新认证客户端 删除360杀毒",office/pdf-reader-open-print-failed,40,问题描述关键词:pdf；问题描述tags:pdf；问题描述标题:PDF,desktop/printer-not-working,22,问题描述关键词:无法打印,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,是
51020112819,电脑CAD软件一直报错，无响应，无法正常打开使用,"杀毒客户端异常。导致cad程序文件损坏
更新认证客户端 删除360杀毒",design-software/cad-drawing-open-failed-encryption,48,处理记录关键词:文件损坏；问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-plm-interface-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,design-software/cad-install-uninstall-failed,40,问题描述关键词:cad；问题描述tags:cad；问题描述标题:CAD,是
51020111750,电系统有问题，开不开机,"系统文件损坏
检测硬盘有逻辑坏道，更换硬盘重新安装操作系统",desktop/pc-boot-failed,14,问题描述关键词:不开机,design-software/cad-drawing-open-failed-encryption,10,处理记录关键词:文件损坏,desktop/office-wps-document-open-failed,10,处理记录关键词:文件损坏,是
51020112290,网络不稳定，频繁掉线,"频繁掉线
网线需更换",network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,,,,是
91020120100,电脑无法成功安装扫描驱动，扫描功能无法使用,系统权限不足,printer/scanner-preview-failed,14,问题描述关键词:扫描,desktop/account-login-failed,10,处理记录关键词:权限不足,design-software/cad-install-uninstall-failed,8,问题描述标题:安装,是
,网址浏览器运行不了,控件证书权限不足,desktop/account-login-failed,10,处理记录关键词:权限不足,office/browser-compatibility-control-certificate,6,处理记录关键词:控件,,,,是
51020152451,连不上网,"墙上面板网口坏
更新认证客户端 删除360杀毒",desktop/network-authentication-unavailable,22,问题描述关键词:连不上网,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
91020420033,自动不固定时间打印乱码,网络安全后台扫描问题,printer/scanner-preview-failed,6,处理记录关键词:扫描,,,,,,,是
51020151739,加密掉线比较严重,"认证异常
认证客户端不过
更新认证客户端 删除360杀毒",network-security/encryption-client-offline,22,问题描述关键词:加密掉线,printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,business-systems/plm-client-or-login-failed,5,处理记录标题:客户端,是
51020112465,登不上,"密码错误
网址更新 原保存密码 不对
重新输入密码登录",desktop/account-login-failed,22,问题描述关键词:登不上；处理记录关键词:密码错误,,,,,,,是
51020120329,上不去外网,"上网认证问题
用户绑定失败
重新绑定账户",desktop/network-authentication-unavailable,10,处理记录关键词:认证问题,,,,,,,是
,电脑开机无画面,"、重新插拔内存条
2、HDMI接独立显卡
3、接内网网线
4、在AD将此计算机名加入workstations",hardware/memory-fault-or-insufficient,6,处理记录关键词:内存条,network-security/network-cable-port-switch-fault,5,处理记录标题:网线,,,,是
,打印机无法使用,"电脑安装360安全软件，导致云打印驱动异常。
、卸载360安全软件 
2、下载云打印驱动 
3、运行驱动，选择卸载。 
4、再次运行驱动，选择安装/修复",printer/print-port-deleted-by-security-software,11,处理记录关键词:360；处理记录tags:360,design-software/cad-install-uninstall-failed,5,处理记录标题:安装,,,,是
51021860005,无网络,网络认证问题,desktop/network-authentication-unavailable,30,问题描述关键词:无网络；处理记录关键词:网络认证；处理记录关键词:认证问题,,,,,,,是
